2026-09-18T08:50:46.592784494Z [2026-09-18 08:50:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 512, #cached-token: 0, full token usage: 0.00, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 393.12
2026-09-18T11:56:25.427648912Z [2026-09-18 11:56:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6733848, cuda graph: False, input throughput (token/s): 1403.88
2026-09-18T11:56:27.960454561Z [2026-09-18 11:56:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6729752, cuda graph: False, input throughput (token/s): 1617.36
2026-09-18T11:56:30.514751268Z [2026-09-18 11:56:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6725656, cuda graph: False, input throughput (token/s): 1603.85
2026-09-18T11:56:33.391821560Z [2026-09-18 11:56:33 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6721579, cuda graph: False, input throughput (token/s): 1423.54
2026-09-18T11:56:35.409668318Z [2026-09-18 11:56:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6717483, cuda graph: False, input throughput (token/s): 2029.36
2026-09-18T11:56:38.067422732Z [2026-09-18 11:56:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.17, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6713387, cuda graph: False, input throughput (token/s): 1541.37
2026-09-18T11:56:40.781395138Z [2026-09-18 11:56:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6709291, cuda graph: False, input throughput (token/s): 1509.05
2026-09-18T11:56:43.421571943Z [2026-09-18 11:56:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6705195, cuda graph: False, input throughput (token/s): 1551.27
2026-09-18T11:56:46.389539591Z [2026-09-18 11:56:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6701099, cuda graph: False, input throughput (token/s): 1380.40
2026-09-18T11:56:49.123250535Z [2026-09-18 11:56:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6697003, cuda graph: False, input throughput (token/s): 1498.03
2026-09-18T11:56:51.918877366Z [2026-09-18 11:56:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6692907, cuda graph: False, input throughput (token/s): 1465.34
2026-09-18T11:56:55.153144299Z [2026-09-18 11:56:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6688811, cuda graph: False, input throughput (token/s): 1266.27
2026-09-18T11:56:57.735340151Z [2026-09-18 11:56:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6684715, cuda graph: False, input throughput (token/s): 1586.30
2026-09-18T11:57:00.158814569Z [2026-09-18 11:57:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6680619, cuda graph: False, input throughput (token/s): 1690.37
2026-09-18T11:57:03.661676507Z [2026-09-18 11:57:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6676523, cuda graph: False, input throughput (token/s): 1169.24
2026-09-18T11:57:06.740637889Z [2026-09-18 11:57:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6672427, cuda graph: False, input throughput (token/s): 1330.46
2026-09-18T11:57:10.711755184Z [2026-09-18 11:57:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6668331, cuda graph: False, input throughput (token/s): 1031.48
2026-09-18T11:57:13.379338438Z [2026-09-18 11:57:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6664235, cuda graph: False, input throughput (token/s): 1535.68
2026-09-18T11:57:15.813959995Z [2026-09-18 11:57:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6660139, cuda graph: False, input throughput (token/s): 1681.97
2026-09-18T11:57:17.826388971Z [2026-09-18 11:57:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6656043, cuda graph: False, input throughput (token/s): 2035.51
2026-09-18T11:57:21.278598712Z [2026-09-18 11:57:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6651947, cuda graph: False, input throughput (token/s): 1186.55
2026-09-18T11:57:23.964522033Z [2026-09-18 11:57:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6647851, cuda graph: False, input throughput (token/s): 1524.95
2026-09-18T11:57:26.427809756Z [2026-09-18 11:57:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6643755, cuda graph: False, input throughput (token/s): 1662.48
2026-09-18T11:57:28.948428676Z [2026-09-18 11:57:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6639659, cuda graph: False, input throughput (token/s): 1624.91
2026-09-18T11:57:31.789101706Z [2026-09-18 11:57:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6635563, cuda graph: False, input throughput (token/s): 1442.39
2026-09-18T11:57:35.047221215Z [2026-09-18 11:57:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6631467, cuda graph: False, input throughput (token/s): 1256.88
2026-09-18T11:57:37.946997987Z [2026-09-18 11:57:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6627371, cuda graph: False, input throughput (token/s): 1412.60
2026-09-18T11:57:40.805876020Z [2026-09-18 11:57:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6623275, cuda graph: False, input throughput (token/s): 1432.80
2026-09-18T11:57:43.539843811Z [2026-09-18 11:57:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.18, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6619179, cuda graph: False, input throughput (token/s): 1498.18
2026-09-18T11:57:46.369891032Z [2026-09-18 11:57:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6615083, cuda graph: False, input throughput (token/s): 1447.31
2026-09-18T11:57:49.309457574Z [2026-09-18 11:57:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6610987, cuda graph: False, input throughput (token/s): 1393.62
2026-09-18T11:57:53.911468981Z [2026-09-18 11:57:53 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6606891, cuda graph: False, input throughput (token/s): 889.99
2026-09-18T11:57:55.450302018Z [2026-09-18 11:57:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6602795, cuda graph: False, input throughput (token/s): 2661.76
2026-09-18T11:57:58.208682105Z [2026-09-18 11:57:58 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6598699, cuda graph: False, input throughput (token/s): 1485.00
2026-09-18T11:58:01.005930236Z [2026-09-18 11:58:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6594603, cuda graph: False, input throughput (token/s): 1464.21
2026-09-18T11:58:03.924565404Z [2026-09-18 11:58:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6590507, cuda graph: False, input throughput (token/s): 1403.30
2026-09-18T11:58:06.874907971Z [2026-09-18 11:58:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6586411, cuda graph: False, input throughput (token/s): 1388.56
2026-09-18T11:58:09.793092809Z [2026-09-18 11:58:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6582315, cuda graph: False, input throughput (token/s): 1403.63
2026-09-18T11:58:12.157822728Z [2026-09-18 11:58:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6578219, cuda graph: False, input throughput (token/s): 1731.81
2026-09-18T11:58:15.254718012Z [2026-09-18 11:58:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6574123, cuda graph: False, input throughput (token/s): 1322.46
2026-09-18T11:58:18.123839876Z [2026-09-18 11:58:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6570027, cuda graph: False, input throughput (token/s): 1427.62
2026-09-18T11:58:21.931969085Z [2026-09-18 11:58:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6565931, cuda graph: False, input throughput (token/s): 1075.63
2026-09-18T11:58:24.893815378Z [2026-09-18 11:58:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6561835, cuda graph: False, input throughput (token/s): 1383.16
2026-09-18T11:58:27.713133505Z [2026-09-18 11:58:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6557739, cuda graph: False, input throughput (token/s): 1452.52
2026-09-18T11:58:30.347559447Z [2026-09-18 11:58:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6553643, cuda graph: False, input throughput (token/s): 1555.26
2026-09-18T11:58:33.640376791Z [2026-09-18 11:58:33 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6549547, cuda graph: False, input throughput (token/s): 1243.92
2026-09-18T11:58:37.142696026Z [2026-09-18 11:58:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6545451, cuda graph: False, input throughput (token/s): 1169.22
2026-09-18T11:58:39.675772968Z [2026-09-18 11:58:39 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6541355, cuda graph: False, input throughput (token/s): 1617.42
2026-09-18T11:58:42.559222737Z [2026-09-18 11:58:42 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6537259, cuda graph: False, input throughput (token/s): 1420.51
2026-09-18T11:58:45.585002645Z [2026-09-18 11:58:45 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6533163, cuda graph: False, input throughput (token/s): 1353.76
2026-09-18T11:58:48.395869802Z [2026-09-18 11:58:48 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6529067, cuda graph: False, input throughput (token/s): 1456.98
2026-09-18T11:58:52.320247083Z [2026-09-18 11:58:52 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6524971, cuda graph: False, input throughput (token/s): 1043.85
2026-09-18T11:58:54.930379304Z [2026-09-18 11:58:54 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.19, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6520875, cuda graph: False, input throughput (token/s): 1569.00
2026-09-18T11:58:57.593638617Z [2026-09-18 11:58:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6516779, cuda graph: False, input throughput (token/s): 1537.74
2026-09-18T11:59:00.270998897Z [2026-09-18 11:59:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6512683, cuda graph: False, input throughput (token/s): 1530.00
2026-09-18T11:59:02.897903933Z [2026-09-18 11:59:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6508587, cuda graph: False, input throughput (token/s): 1559.65
2026-09-18T11:59:05.887984193Z [2026-09-18 11:59:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6504491, cuda graph: False, input throughput (token/s): 1369.74
2026-09-18T11:59:09.166869211Z [2026-09-18 11:59:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6500395, cuda graph: False, input throughput (token/s): 1248.92
2026-09-18T11:59:12.518245147Z [2026-09-18 11:59:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6496299, cuda graph: False, input throughput (token/s): 1222.29
2026-09-18T11:59:15.754303300Z [2026-09-18 11:59:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6492203, cuda graph: False, input throughput (token/s): 1265.95
2026-09-18T11:59:18.999261578Z [2026-09-18 11:59:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6488107, cuda graph: False, input throughput (token/s): 1261.92
2026-09-18T11:59:22.218150366Z [2026-09-18 11:59:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6484011, cuda graph: False, input throughput (token/s): 1272.73
2026-09-18T11:59:25.445869006Z [2026-09-18 11:59:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6479915, cuda graph: False, input throughput (token/s): 1268.87
2026-09-18T11:59:28.254218818Z [2026-09-18 11:59:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6475819, cuda graph: False, input throughput (token/s): 1458.71
2026-09-18T11:59:31.224260640Z [2026-09-18 11:59:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6471723, cuda graph: False, input throughput (token/s): 1378.97
2026-09-18T11:59:34.300811099Z [2026-09-18 11:59:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6467627, cuda graph: False, input throughput (token/s): 1331.18
2026-09-18T11:59:37.264828892Z [2026-09-18 11:59:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6463531, cuda graph: False, input throughput (token/s): 1382.17
2026-09-18T11:59:40.150879677Z [2026-09-18 11:59:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6459435, cuda graph: False, input throughput (token/s): 1419.49
2026-09-18T11:59:44.322399449Z [2026-09-18 11:59:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6455339, cuda graph: False, input throughput (token/s): 981.90
2026-09-18T11:59:46.968040956Z [2026-09-18 11:59:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6451243, cuda graph: False, input throughput (token/s): 1548.16
2026-09-18T11:59:50.205548523Z [2026-09-18 11:59:50 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6447147, cuda graph: False, input throughput (token/s): 1265.24
2026-09-18T11:59:53.395389026Z [2026-09-18 11:59:53 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6443051, cuda graph: False, input throughput (token/s): 1284.08
2026-09-18T11:59:57.052238686Z [2026-09-18 11:59:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6438955, cuda graph: False, input throughput (token/s): 1119.98
2026-09-18T12:00:00.414158985Z [2026-09-18 12:00:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6434859, cuda graph: False, input throughput (token/s): 1218.16
2026-09-18T12:00:03.772682503Z [2026-09-18 12:00:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6430763, cuda graph: False, input throughput (token/s): 1219.89
2026-09-18T12:00:07.204122969Z [2026-09-18 12:00:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.20, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6426667, cuda graph: False, input throughput (token/s): 1193.36
2026-09-18T12:00:10.607304029Z [2026-09-18 12:00:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6422571, cuda graph: False, input throughput (token/s): 1203.70
2026-09-18T12:00:14.162213667Z [2026-09-18 12:00:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6418475, cuda graph: False, input throughput (token/s): 1152.09
2026-09-18T12:00:17.082992554Z [2026-09-18 12:00:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6414379, cuda graph: False, input throughput (token/s): 1402.44
2026-09-18T12:00:20.057558736Z [2026-09-18 12:00:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6410283, cuda graph: False, input throughput (token/s): 1376.90
2026-09-18T12:00:23.388177732Z [2026-09-18 12:00:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 16, #pending-token: 6406187, cuda graph: False, input throughput (token/s): 1229.86
2026-09-18T12:00:27.244350018Z [2026-09-18 12:00:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6402091, cuda graph: False, input throughput (token/s): 1062.18
2026-09-18T12:00:30.497144935Z [2026-09-18 12:00:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6397989, cuda graph: False, input throughput (token/s): 1259.38
2026-09-18T12:00:34.153385904Z [2026-09-18 12:00:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6393893, cuda graph: False, input throughput (token/s): 1120.36
2026-09-18T12:00:37.233214119Z [2026-09-18 12:00:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6389797, cuda graph: False, input throughput (token/s): 1329.50
2026-09-18T12:00:41.538341774Z [2026-09-18 12:00:41 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6385701, cuda graph: False, input throughput (token/s): 951.49
2026-09-18T12:00:45.512106164Z [2026-09-18 12:00:45 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6381605, cuda graph: False, input throughput (token/s): 1030.73
2026-09-18T12:00:48.354391030Z [2026-09-18 12:00:48 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 15, #pending-token: 6377509, cuda graph: False, input throughput (token/s): 1441.47
2026-09-18T12:00:51.774197553Z [2026-09-18 12:00:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6373413, cuda graph: False, input throughput (token/s): 1197.46
2026-09-18T12:00:55.824731056Z [2026-09-18 12:00:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6369311, cuda graph: False, input throughput (token/s): 1011.33
2026-09-18T12:00:59.555773614Z [2026-09-18 12:00:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6365215, cuda graph: False, input throughput (token/s): 1097.88
2026-09-18T12:01:02.690578296Z [2026-09-18 12:01:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6361119, cuda graph: False, input throughput (token/s): 1306.77
2026-09-18T12:01:06.306060049Z [2026-09-18 12:01:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6357023, cuda graph: False, input throughput (token/s): 1132.86
2026-09-18T12:01:09.888732160Z [2026-09-18 12:01:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6352927, cuda graph: False, input throughput (token/s): 1143.37
